Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,158.35000610351562,159.05999755859375,154.3699951171875,155.0,150.46420288085938,2218700
2021-01-05,155.2100067138672,157.0399932861328,154.89999389648438,155.61000061035156,151.0563507080078,2380600
2021-01-06,154.61000061035156,154.66000366210938,151.33999633789062,151.42999267578125,146.99867248535156,2709900
2021-01-07,151.0500030517578,153.25999450683594,150.75999450683594,152.4499969482422,147.9888153076172,2568000
2021-01-08,153.82000732421875,155.1300048828125,153.35000610351562,154.05999755859375,149.5517120361328,2432600
2021-01-11,153.75999450683594,154.74000549316406,151.9600067138672,153.05999755859375,148.58096313476562,1622500
2021-01-12,152.41000366210938,152.99000549316406,149.13999938964844,150.4600067138672,146.0570526123047,2304100
2021-01-13,150.41000366210938,152.9499969482422,150.35000610351562,152.69000244140625,148.22181701660156,1457400
2021-01-14,154.08999633789062,156.1199951171875,152.4199981689453,154.75999450683594,150.23123168945312,3882400
2021-01-15,154.77999877929688,157.9600067138672,154.02999877929688,157.25,152.64837646484375,2437200
2021-01-19,158.8699951171875,160.0,157.02000427246094,159.38999938964844,154.72573852539062,2824700
2021-01-20,159.55999755859375,161.4600067138672,158.27000427246094,159.05999755859375,154.4053955078125,1670800
2021-01-21,158.14999389648438,159.7899932861328,157.11000061035156,159.33999633789062,154.6772003173828,1491600
2021-01-22,158.89999389648438,159.6699981689453,157.9600067138672,158.9199981689453,154.26950073242188,1367800
2021-01-25,160.0500030517578,162.30999755859375,159.50999450683594,160.88999938964844,156.18185424804688,1720100
2021-01-26,160.55999755859375,164.3000030517578,159.6199951171875,163.4499969482422,158.66693115234375,1882800
2021-01-27,162.77000427246094,163.0,159.11000061035156,159.8800048828125,155.20140075683594,1866000
2021-01-28,157.4499969482422,160.9199981689453,156.8699951171875,158.1300048828125,153.50262451171875,2522300
2021-01-29,156.1300048828125,159.89999389648438,155.11000061035156,159.25999450683594,154.59954833984375,2569600
2021-02-01,160.0,164.5399932861328,158.0399932861328,164.27000427246094,159.4629364013672,1898500
2021-02-02,165.0800018310547,167.11000061035156,164.25,165.61000061035156,160.76373291015625,1608400
2021-02-03,164.55999755859375,165.0,161.36000061035156,163.16000366210938,158.38540649414062,2201500
2021-02-04,162.6300048828125,164.64999389648438,161.22999572753906,163.1300048828125,158.35630798339844,2014400
2021-02-05,163.5,163.5800018310547,161.9199981689453,162.25999450683594,157.51174926757812,2192900
2021-02-08,161.97999572753906,162.0399932861328,157.1999969482422,160.89999389648438,156.19154357910156,2556100
2021-02-09,161.42999267578125,164.3699951171875,161.11000061035156,163.99000549316406,159.19114685058594,3077100
2021-02-10,164.80999755859375,165.47999572753906,162.8800048828125,163.0800018310547,158.30776977539062,1447600
2021-02-11,161.89999389648438,163.7100067138672,160.85000610351562,162.0,157.2593536376953,2336300
2021-02-12,162.35000610351562,164.6999969482422,161.50999450683594,164.4600067138672,159.6473846435547,2199500
2021-02-16,164.32000732421875,164.88999938964844,160.6699981689453,161.9600067138672,157.22052001953125,3150900
2021-02-17,161.11000061035156,163.3800048828125,161.0,163.1300048828125,158.35630798339844,1569300
2021-02-18,162.94000244140625,165.30999755859375,162.5,164.89999389648438,160.0745086669922,1744100
2021-02-19,165.44000244140625,166.38999938964844,164.77000427246094,165.8000030517578,160.9481658935547,4530800
2021-02-22,165.00999450683594,166.2899932861328,163.22000122070312,165.32000732421875,160.4822235107422,3437100
2021-02-23,166.3000030517578,166.3000030517578,161.63999938964844,161.63999938964844,156.909912109375,2594800
2021-02-24,161.0,162.11000061035156,160.27000427246094,161.1999969482422,156.4827880859375,1731800
2021-02-25,161.02000427246094,162.6999969482422,157.88999938964844,159.61000061035156,154.93930053710938,2360600
2021-02-26,160.0,160.5,155.6300048828125,155.75,151.19224548339844,3615900
2021-03-01,156.33999633789062,157.97999572753906,153.61000061035156,153.72999572753906,149.23135375976562,2198700
2021-03-02,153.82000732421875,154.5,151.77000427246094,153.16000366210938,148.67807006835938,2443300
2021-03-03,153.3699951171875,153.44000244140625,148.5,148.52000427246094,144.17384338378906,2593500
2021-03-04,148.9600067138672,152.8300018310547,148.5500030517578,149.1300048828125,144.7659912109375,2880900
2021-03-05,149.94000244140625,151.00999450683594,146.14999389648438,150.14999389648438,145.75611877441406,3773800
2021-03-08,150.10000610351562,150.88999938964844,146.42999267578125,146.77000427246094,142.4750518798828,3389500
2021-03-09,148.38999938964844,151.75999450683594,148.1999969482422,151.0399932861328,146.62008666992188,2533600
2021-03-10,151.44000244140625,152.63999938964844,150.0,151.94000244140625,147.49375915527344,1860900
2021-03-11,152.5,156.6300048828125,152.22000122070312,155.74000549316406,151.18255615234375,2568400
2021-03-12,153.8300018310547,158.86000061035156,152.9600067138672,158.67999267578125,155.36328125,2381300
2021-03-15,158.24000549316406,162.02000427246094,157.75,161.5399932861328,158.16351318359375,2622000
2021-03-16,161.99000549316406,165.6199951171875,161.16000366210938,165.0500030517578,161.60015869140625,2594500
2021-03-17,164.7899932861328,166.0,163.25999450683594,164.9600067138672,161.5120391845703,2235100
2021-03-18,163.89999389648438,165.7100067138672,162.10000610351562,165.19000244140625,161.7372283935547,1561500
2021-03-19,165.4499969482422,168.33999633789062,164.49000549316406,165.6199951171875,162.15823364257812,4115900
2021-03-22,165.6199951171875,169.8000030517578,165.61000061035156,167.88999938964844,164.3807830810547,2404200
2021-03-23,167.91000366210938,170.16000366210938,166.67999267578125,168.69000244140625,165.16407775878906,2269100
2021-03-24,168.0800018310547,169.0,165.57000732421875,167.67999267578125,164.1751708984375,1855700
2021-03-25,167.5800018310547,168.1999969482422,166.39999389648438,167.49000549316406,163.98915100097656,1485000
2021-03-26,169.2899932861328,173.49000549316406,167.8300018310547,173.2899932861328,169.66790771484375,1866700
2021-03-29,173.2899932861328,175.33999633789062,171.72999572753906,175.02999877929688,171.3715362548828,2317700
2021-03-30,173.85000610351562,173.85000610351562,170.75,170.99000549316406,167.416015625,2030800
2021-03-31,171.02999877929688,172.8800048828125,169.80999755859375,172.1300048828125,168.5321807861328,2314300
2021-04-01,173.00999450683594,174.58999633789062,171.67999267578125,174.4600067138672,170.8134765625,1815400
2021-04-05,174.86000061035156,177.7100067138672,174.49000549316406,177.44000244140625,173.73118591308594,2005900
2021-04-06,177.44000244140625,177.44000244140625,174.88999938964844,176.6199951171875,172.92831420898438,1751200
2021-04-07,176.58999633789062,177.2899932861328,174.88999938964844,176.25999450683594,172.5758514404297,1900000
2021-04-08,177.30999755859375,178.1199951171875,175.67999267578125,175.75,172.0764923095703,1606400
2021-04-09,175.3000030517578,176.61000061035156,174.3800048828125,175.24000549316406,171.57717895507812,1390800
2021-04-12,175.5,177.6199951171875,174.77999877929688,177.5399932861328,173.82907104492188,1425200
2021-04-13,177.22999572753906,179.3300018310547,176.61000061035156,177.11000061035156,173.4080810546875,1473500
2021-04-14,177.1199951171875,178.66000366210938,175.35000610351562,175.69000244140625,172.0177459716797,1564500
2021-04-15,176.7100067138672,179.63999938964844,176.58999633789062,179.47000122070312,175.71875,2242500
2021-04-16,180.0,180.33999633789062,178.2899932861328,179.6199951171875,175.8656005859375,1390400
2021-04-19,180.39999389648438,180.9600067138672,178.6699981689453,180.72000122070312,176.942626953125,1394600
2021-04-20,180.4600067138672,184.50999450683594,180.0800018310547,183.0,179.1749725341797,1900800
2021-04-21,183.9600067138672,184.67999267578125,181.7899932861328,182.88999938964844,179.0672607421875,1482100
2021-04-22,183.5,185.97000122070312,181.6999969482422,184.2100067138672,180.35968017578125,1971700
2021-04-23,185.14999389648438,188.1300048828125,184.67999267578125,187.17999267578125,183.26759338378906,1308700
2021-04-26,187.42999267578125,187.4499969482422,184.6199951171875,186.10000610351562,182.21017456054688,1382400
2021-04-27,186.77000427246094,186.77000427246094,184.14999389648438,184.74000549316406,180.87860107421875,1353600
2021-04-28,185.2100067138672,186.0399932861328,184.6300048828125,185.19000244140625,181.31919860839844,1097200
2021-04-29,186.39999389648438,188.36000061035156,184.89999389648438,187.9600067138672,184.0312957763672,1373700
2021-04-30,187.33999633789062,189.58999633789062,187.14999389648438,189.05999755859375,185.10830688476562,1310000
2021-05-03,189.0800018310547,189.13999938964844,187.16000366210938,187.6999969482422,183.77671813964844,1413300
2021-05-04,186.2100067138672,187.8800048828125,182.14999389648438,183.89999389648438,180.05615234375,2966700
2021-05-05,183.7899932861328,184.52999877929688,181.67999267578125,183.17999267578125,179.35121154785156,1929000
2021-05-06,183.22999572753906,183.22999572753906,179.85000610351562,180.8800048828125,177.09927368164062,2141600
2021-05-07,182.47999572753906,184.27999877929688,181.9600067138672,183.32000732421875,179.48829650878906,2023000
2021-05-10,183.32000732421875,183.91000366210938,182.82000732421875,183.19000244140625,179.36099243164062,1452000
2021-05-11,182.08999633789062,183.0,180.5500030517578,182.22000122070312,178.41127014160156,1262100
2021-05-12,181.6300048828125,181.94000244140625,178.72999572753906,178.8300018310547,175.0921173095703,1414300
2021-05-13,179.10000610351562,181.0800018310547,178.13999938964844,179.75,175.99288940429688,1764200
2021-05-14,180.67999267578125,181.99000549316406,180.14999389648438,181.11000061035156,177.32447814941406,1438500
2021-05-17,180.91000366210938,182.80999755859375,180.80999755859375,182.0,178.1958770751953,1198700
2021-05-18,182.0,183.8800048828125,180.25,182.77000427246094,178.9497833251953,1615200
2021-05-19,182.1699981689453,183.27000427246094,179.66000366210938,181.85000610351562,178.04901123046875,1301400
2021-05-20,182.05999755859375,186.11000061035156,181.49000549316406,185.4499969482422,181.57376098632812,1178000
2021-05-21,184.8300018310547,186.0800018310547,183.9600067138672,185.5500030517578,181.6716766357422,1567300
2021-05-24,186.0500030517578,187.1300048828125,185.16000366210938,186.24000549316406,182.3472442626953,1890300
2021-05-25,186.61000061035156,188.99000549316406,185.1300048828125,188.1999969482422,184.2662811279297,1497000
2021-05-26,188.1999969482422,189.86000061035156,187.64999389648438,188.3699951171875,184.43270874023438,1541100
2021-05-27,188.07000732421875,189.50999450683594,187.27999877929688,189.27999877929688,185.32369995117188,2905400
2021-05-28,190.0,191.55999755859375,189.47999572753906,189.5,185.53909301757812,1583800
2021-06-01,190.72000122070312,191.57000732421875,189.52000427246094,191.52000427246094,187.5168914794922,1412000
2021-06-02,192.0500030517578,195.5,191.77000427246094,195.30999755859375,191.22764587402344,1579300
2021-06-03,194.8000030517578,195.36000061035156,193.8000030517578,194.91000366210938,190.83602905273438,1662400
2021-06-04,195.91000366210938,197.14999389648438,195.10000610351562,196.7100067138672,192.59840393066406,1013100
